Row,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27,IT28,IT29,IT30,IT31,IT32,IT33,IT34,IT35,IT36,IT37,IT38,IT39,IT40,IT41,IT42,IT43,IT44,IT45,IT46,IT47,IT48,IT49,IT50,IT51,IT52,IT53,IT54,IT55,IT56,IT57,IT58,IT59,IT60,IT61,IT62,IT63,IT64,IT65,IT66,IT67,IT68,IT69,IT70,IT71,IT72,IT73,IT74,IT75,IT76,IT77,IT78,IT79,IT80,IT81,IT82,IT83,IT84,IT85,IT86,IT87,IT88,IT89,IT90,IT91,IT92,IT93,IT94,IT95,IT96,IT97
AT1G25560,39.2819333333333,47.1196,68.6635,89.6743333333333,110.685166666667,111.480263888889,112.275361111111,113.070458333333,113.865555555556,114.660652777778,115.45575,116.250847222222,117.045944444444,117.841041666667,118.636138888889,119.431236111111,120.226333333333,119.922395833333,119.618458333333,119.314520833333,119.010583333333,118.706645833333,118.402708333333,118.098770833333,117.794833333333,117.490895833333,117.186958333333,116.883020833333,116.579083333333,116.275145833333,115.971208333333,115.667270833333,115.363333333333,115.059395833333,114.755458333333,114.451520833333,114.147583333333,113.843645833333,113.539708333333,113.235770833333,112.931833333333,112.627895833333,112.323958333333,112.020020833333,111.716083333333,111.412145833333,111.108208333333,110.804270833333,110.500333333333,110.65054375,110.800754166667,110.950964583333,111.101175,111.251385416667,111.401595833333,111.55180625,111.702016666667,111.852227083333,112.0024375,112.152647916667,112.302858333333,112.45306875,112.603279166667,112.753489583333,112.9037,113.053910416667,113.204120833333,113.35433125,113.504541666667,113.654752083333,113.8049625,113.955172916667,114.105383333333,114.25559375,114.405804166667,114.556014583333,114.706225,114.856435416667,115.006645833333,115.15685625,115.307066666667,115.457277083333,115.6074875,115.757697916667,115.907908333333,116.05811875,116.208329166667,116.358539583333,116.50875,116.658960416667,116.809170833333,116.95938125,117.109591666667,117.259802083333,117.4100125,117.560222916667,117.710433333333
AT1G42990,22.0974666666667,14.6431333333333,13.2477,14.2076833333333,15.1676666666667,15.1694694444444,15.1712722222222,15.173075,15.1748777777778,15.1766805555556,15.1784833333333,15.1802861111111,15.1820888888889,15.1838916666667,15.1856944444444,15.1874972222222,15.1893,15.2322614583333,15.2752229166667,15.318184375,15.3611458333333,15.4041072916667,15.44706875,15.4900302083333,15.5329916666667,15.575953125,15.6189145833333,15.6618760416667,15.7048375,15.7477989583333,15.7907604166667,15.833721875,15.8766833333333,15.9196447916667,15.96260625,16.0055677083333,16.0485291666667,16.091490625,16.1344520833333,16.1774135416667,16.220375,16.2633364583333,16.3062979166667,16.349259375,16.3922208333333,16.4351822916667,16.47814375,16.5211052083333,16.5640666666667,16.6222875,16.6805083333333,16.7387291666667,16.79695,16.8551708333333,16.9133916666667,16.9716125,17.0298333333333,17.0880541666667,17.146275,17.2044958333333,17.2627166666667,17.3209375,17.3791583333333,17.4373791666667,17.4956,17.5538208333333,17.6120416666667,17.6702625,17.7284833333333,17.7867041666667,17.844925,17.9031458333333,17.9613666666667,18.0195875,18.0778083333333,18.1360291666667,18.19425,18.2524708333333,18.3106916666667,18.3689125,18.4271333333333,18.4853541666667,18.543575,18.6017958333333,18.6600166666667,18.7182375,18.7764583333333,18.8346791666667,18.8929,18.9511208333333,19.0093416666667,19.0675625,19.1257833333333,19.1840041666667,19.242225,19.3004458333333,19.3586666666667
AT1G68840,14.8021,18.0481666666667,25.1114666666667,26.6508166666667,28.1901666666667,27.9254611111111,27.6607555555556,27.39605,27.1313444444444,26.8666388888889,26.6019333333333,26.3372277777778,26.0725222222222,25.8078166666667,25.5431111111111,25.2784055555556,25.0137,25.0366645833333,25.0596291666667,25.08259375,25.1055583333333,25.1285229166667,25.1514875,25.1744520833333,25.1974166666667,25.22038125,25.2433458333333,25.2663104166667,25.289275,25.3122395833333,25.3352041666667,25.35816875,25.3811333333333,25.4040979166667,25.4270625,25.4500270833333,25.4729916666667,25.49595625,25.5189208333333,25.5418854166667,25.56485,25.5878145833333,25.6107791666667,25.63374375,25.6567083333333,25.6796729166667,25.7026375,25.7256020833333,25.7485666666667,25.7908388888889,25.8331111111111,25.8753833333333,25.9176555555556,25.9599277777778,26.0022,26.0444722222222,26.0867444444444,26.1290166666667,26.1712888888889,26.2135611111111,26.2558333333333,26.2981055555556,26.3403777777778,26.38265,26.4249222222222,26.4671944444444,26.5094666666667,26.5517388888889,26.5940111111111,26.6362833333333,26.6785555555556,26.7208277777778,26.7631,26.8053722222222,26.8476444444444,26.8899166666667,26.9321888888889,26.9744611111111,27.0167333333333,27.0590055555556,27.1012777777778,27.14355,27.1858222222222,27.2280944444444,27.2703666666667,27.3126388888889,27.3549111111111,27.3971833333333,27.4394555555556,27.4817277777778,27.524,27.5662722222222,27.6085444444444,27.6508166666667,27.6930888888889,27.7353611111111,27.7776333333333
AT2G28550,10.1637333333333,8.8744,5.7982,5.72531666666667,5.65243333333333,5.73786388888889,5.82329444444444,5.908725,5.99415555555556,6.07958611111111,6.16501666666667,6.25044722222222,6.33587777777778,6.42130833333333,6.50673888888889,6.59216944444444,6.6776,6.695015625,6.71243125,6.729846875,6.7472625,6.764678125,6.78209375,6.799509375,6.816925,6.834340625,6.85175625,6.869171875,6.8865875,6.904003125,6.92141875,6.938834375,6.95625,6.973665625,6.99108125,7.008496875,7.0259125,7.043328125,7.06074375,7.078159375,7.095575,7.112990625,7.13040625,7.147821875,7.1652375,7.182653125,7.20006875,7.217484375,7.2349,7.26759097222222,7.30028194444444,7.33297291666667,7.36566388888889,7.39835486111111,7.43104583333333,7.46373680555556,7.49642777777778,7.52911875,7.56180972222222,7.59450069444445,7.62719166666667,7.65988263888889,7.69257361111111,7.72526458333333,7.75795555555556,7.79064652777778,7.8233375,7.85602847222222,7.88871944444444,7.92141041666667,7.95410138888889,7.98679236111111,8.01948333333333,8.05217430555556,8.08486527777778,8.11755625,8.15024722222222,8.18293819444444,8.21562916666667,8.24832013888889,8.28101111111111,8.31370208333333,8.34639305555556,8.37908402777778,8.411775,8.44446597222222,8.47715694444445,8.50984791666667,8.54253888888889,8.57522986111111,8.60792083333333,8.64061180555556,8.67330277777778,8.70599375,8.73868472222222,8.77137569444444,8.80406666666667
AT2G46970,16.248,12.5343,10.4834666666667,10.9734666666667,11.4634666666667,11.60965,11.7558333333333,11.9020166666667,12.0482,12.1943833333333,12.3405666666667,12.48675,12.6329333333333,12.7791166666667,12.9253,13.0714833333333,13.2176666666667,13.185903125,13.1541395833333,13.1223760416667,13.0906125,13.0588489583333,13.0270854166667,12.995321875,12.9635583333333,12.9317947916667,12.90003125,12.8682677083333,12.8365041666667,12.804740625,12.7729770833333,12.7412135416667,12.70945,12.6776864583333,12.6459229166667,12.614159375,12.5823958333333,12.5506322916667,12.51886875,12.4871052083333,12.4553416666667,12.423578125,12.3918145833333,12.3600510416667,12.3282875,12.2965239583333,12.2647604166667,12.232996875,12.2012333333333,12.2654076388889,12.3295819444444,12.39375625,12.4579305555556,12.5221048611111,12.5862791666667,12.6504534722222,12.7146277777778,12.7788020833333,12.8429763888889,12.9071506944444,12.971325,13.0354993055556,13.0996736111111,13.1638479166667,13.2280222222222,13.2921965277778,13.3563708333333,13.4205451388889,13.4847194444444,13.54889375,13.6130680555556,13.6772423611111,13.7414166666667,13.8055909722222,13.8697652777778,13.9339395833333,13.9981138888889,14.0622881944444,14.1264625,14.1906368055556,14.2548111111111,14.3189854166667,14.3831597222222,14.4473340277778,14.5115083333333,14.5756826388889,14.6398569444444,14.70403125,14.7682055555556,14.8323798611111,14.8965541666667,14.9607284722222,15.0249027777778,15.0890770833333,15.1532513888889,15.2174256944444,15.2816
AT3G50330,60.3969,73.1123,92.5272666666667,90.9750333333333,89.4228,91.189375,92.95595,94.722525,96.4891,98.255675,100.02225,101.788825,103.5554,105.321975,107.08855,108.855125,110.6217,110.668885416667,110.716070833333,110.76325625,110.810441666667,110.857627083333,110.9048125,110.951997916667,110.999183333333,111.04636875,111.093554166667,111.140739583333,111.187925,111.235110416667,111.282295833333,111.32948125,111.376666666667,111.423852083333,111.4710375,111.518222916667,111.565408333333,111.61259375,111.659779166667,111.706964583333,111.75415,111.801335416667,111.848520833333,111.89570625,111.942891666667,111.990077083333,112.0372625,112.084447916667,112.131633333333,112.515089583333,112.898545833333,113.282002083333,113.665458333333,114.048914583333,114.432370833333,114.815827083333,115.199283333333,115.582739583333,115.966195833333,116.349652083333,116.733108333333,117.116564583333,117.500020833333,117.883477083333,118.266933333333,118.650389583333,119.033845833333,119.417302083333,119.800758333333,120.184214583333,120.567670833333,120.951127083333,121.334583333333,121.718039583333,122.101495833333,122.484952083333,122.868408333333,123.251864583333,123.635320833333,124.018777083333,124.402233333333,124.785689583333,125.169145833333,125.552602083333,125.936058333333,126.319514583333,126.702970833333,127.086427083333,127.469883333333,127.853339583333,128.236795833333,128.620252083333,129.003708333333,129.387164583333,129.770620833333,130.154077083333,130.537533333333
AT4G16750,4.94683333333333,4.25693333333333,3.1583,2.80903333333333,2.45976666666667,2.46504444444444,2.47032222222222,2.4756,2.48087777777778,2.48615555555556,2.49143333333333,2.49671111111111,2.50198888888889,2.50726666666667,2.51254444444444,2.51782222222222,2.5231,2.52712395833333,2.53114791666667,2.535171875,2.53919583333333,2.54321979166667,2.54724375,2.55126770833333,2.55529166666667,2.559315625,2.56333958333333,2.56736354166667,2.5713875,2.57541145833333,2.57943541666667,2.583459375,2.58748333333333,2.59150729166667,2.59553125,2.59955520833333,2.60357916666667,2.607603125,2.61162708333333,2.61565104166667,2.619675,2.62369895833333,2.62772291666667,2.631746875,2.63577083333333,2.63979479166667,2.64381875,2.64784270833333,2.65186666666667,2.64568333333333,2.6395,2.63331666666667,2.62713333333333,2.62095,2.61476666666667,2.60858333333333,2.6024,2.59621666666667,2.59003333333333,2.58385,2.57766666666667,2.57148333333333,2.5653,2.55911666666667,2.55293333333333,2.54675,2.54056666666667,2.53438333333333,2.5282,2.52201666666667,2.51583333333333,2.50965,2.50346666666667,2.49728333333333,2.4911,2.48491666666667,2.47873333333333,2.47255,2.46636666666667,2.46018333333333,2.454,2.44781666666667,2.44163333333333,2.43545,2.42926666666667,2.42308333333333,2.4169,2.41071666666667,2.40453333333333,2.39835,2.39216666666667,2.38598333333333,2.3798,2.37361666666667,2.36743333333333,2.36125,2.35506666666667
AT5G03740,30.8355,26.1751333333333,19.0732333333333,18.3542333333333,17.6352333333333,19.4962638888889,21.3572944444444,23.218325,25.0793555555556,26.9403861111111,28.8014166666667,30.6624472222222,32.5234777777778,34.3845083333333,36.2455388888889,38.1065694444444,39.9676,40.1695395833333,40.3714791666667,40.57341875,40.7753583333333,40.9772979166667,41.1792375,41.3811770833333,41.5831166666667,41.78505625,41.9869958333333,42.1889354166667,42.390875,42.5928145833333,42.7947541666667,42.99669375,43.1986333333333,43.4005729166667,43.6025125,43.8044520833333,44.0063916666667,44.20833125,44.4102708333333,44.6122104166667,44.81415,45.0160895833333,45.2180291666667,45.41996875,45.6219083333333,45.8238479166667,46.0257875,46.2277270833333,46.4296666666667,46.4597430555555,46.4898194444444,46.5198958333333,46.5499722222222,46.5800486111111,46.610125,46.6402013888889,46.6702777777778,46.7003541666667,46.7304305555556,46.7605069444444,46.7905833333333,46.8206597222222,46.8507361111111,46.8808125,46.9108888888889,46.9409652777778,46.9710416666667,47.0011180555556,47.0311944444444,47.0612708333333,47.0913472222222,47.1214236111111,47.1515,47.1815763888889,47.2116527777778,47.2417291666667,47.2718055555556,47.3018819444444,47.3319583333333,47.3620347222222,47.3921111111111,47.4221875,47.4522638888889,47.4823402777778,47.5124166666667,47.5424930555556,47.5725694444444,47.6026458333333,47.6327222222222,47.6627986111111,47.692875,47.7229513888889,47.7530277777778,47.7831041666667,47.8131805555556,47.8432569444444,47.8733333333333
AT5G10970,1.75496666666667,1.47723333333333,0.8825,0.823283333333333,0.764066666666667,0.768297222222222,0.772527777777778,0.776758333333333,0.780988888888889,0.785219444444444,0.78945,0.793680555555556,0.797911111111111,0.802141666666667,0.806372222222222,0.810602777777778,0.814833333333333,0.830740625,0.846647916666667,0.862555208333333,0.8784625,0.894369791666667,0.910277083333333,0.926184375,0.942091666666667,0.957998958333333,0.97390625,0.989813541666666,1.00572083333333,1.021628125,1.03753541666667,1.05344270833333,1.06935,1.08525729166667,1.10116458333333,1.117071875,1.13297916666667,1.14888645833333,1.16479375,1.18070104166667,1.19660833333333,1.212515625,1.22842291666667,1.24433020833333,1.2602375,1.27614479166667,1.29205208333333,1.307959375,1.32386666666667,1.3291375,1.33440833333333,1.33967916666667,1.34495,1.35022083333333,1.35549166666667,1.3607625,1.36603333333333,1.37130416666667,1.376575,1.38184583333333,1.38711666666667,1.3923875,1.39765833333333,1.40292916666667,1.4082,1.41347083333333,1.41874166666667,1.4240125,1.42928333333333,1.43455416666667,1.439825,1.44509583333333,1.45036666666667,1.4556375,1.46090833333333,1.46617916666667,1.47145,1.47672083333333,1.48199166666667,1.4872625,1.49253333333333,1.49780416666667,1.503075,1.50834583333333,1.51361666666667,1.5188875,1.52415833333333,1.52942916666667,1.5347,1.53997083333333,1.54524166666667,1.5505125,1.55578333333333,1.56105416666667,1.566325,1.57159583333333,1.57686666666667
AT5G13910,8.73816666666667,9.43836666666667,14.0891,15.5693666666667,17.0496333333333,17.3788916666667,17.70815,18.0374083333333,18.3666666666667,18.695925,19.0251833333333,19.3544416666667,19.6837,20.0129583333333,20.3422166666667,20.671475,21.0007333333333,20.9857385416667,20.97074375,20.9557489583333,20.9407541666667,20.925759375,20.9107645833333,20.8957697916667,20.880775,20.8657802083333,20.8507854166667,20.835790625,20.8207958333333,20.8058010416667,20.79080625,20.7758114583333,20.7608166666667,20.745821875,20.7308270833333,20.7158322916667,20.7008375,20.6858427083333,20.6708479166667,20.655853125,20.6408583333333,20.6258635416667,20.61086875,20.5958739583333,20.5808791666667,20.565884375,20.5508895833333,20.5358947916667,20.5209,20.5468965277778,20.5728930555556,20.5988895833333,20.6248861111111,20.6508826388889,20.6768791666667,20.7028756944444,20.7288722222222,20.75486875,20.7808652777778,20.8068618055556,20.8328583333333,20.8588548611111,20.8848513888889,20.9108479166667,20.9368444444444,20.9628409722222,20.9888375,21.0148340277778,21.0408305555556,21.0668270833333,21.0928236111111,21.1188201388889,21.1448166666667,21.1708131944444,21.1968097222222,21.22280625,21.2488027777778,21.2747993055556,21.3007958333333,21.3267923611111,21.3527888888889,21.3787854166667,21.4047819444444,21.4307784722222,21.456775,21.4827715277778,21.5087680555556,21.5347645833333,21.5607611111111,21.5867576388889,21.6127541666667,21.6387506944444,21.6647472222222,21.69074375,21.7167402777778,21.7427368055556,21.7687333333333
